"","","","","","","","","","","","Satisfaccion con su trabajo","","","Como describiria las relaciones en su lugar de trabajo","","Total de años trabajados","","","","",""
"27","No","Rara Vez Viaja","Investigación y Desarrollo","16","4","Técnico","1001","3","Femenino","Técnico de laboratorio","2","Casado","14","2","80","4","2","2","2","2","2"
"45","No","No Viaja","Investigación y Desarrollo","23","2","Ciencias de la Vida","1002","4","Masculino","Técnico de laboratorio","1","Casado","15","3","80","9","9","2","8","0","8"
"47","No","Rara Vez Viaja","Ventas","4","2","Ciencias de la Vida","1003","4","Femenino"," Ejecutivo de Ventas","4","Soltero","17","3","80","9","9","0","0","0","7"
"30","Sí","Rara Vez Viaja","Investigación y Desarrollo","22","3","Ciencias de la Vida","1004","1","Femenino"," Investigador Científico","3","Casado","11","2","80","7","5","2","2","0","1"
"50","No","Rara Vez Viaja","Investigación y Desarrollo","24","3","Ciencias de la Vida","1005","4","Masculino"," Director de Manufactura","3","Casado","18","4","80","22","12","2","11","1","5"
"38","No","Viaja Frecuentemente","Investigación y Desarrollo","10","1","Medicina","1006","3","Masculino"," Investigador Científico","3","Casado","17","2","80","3","2","0","1","0","2"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","7","2","Medicina","1007","4","Masculino"," Director de Manufactura","3","Divorciado","13","2","80","13","8","3","7","0","7"
"24","No","Rara Vez Viaja","Investigación y Desarrollo","17","1","Medicina","1009","4","Femenino"," Director de Manufactura","3","Divorciado","15","2","80","5","4","6","2","3","2"
"35","Sí","Rara Vez Viaja","Investigación y Desarrollo","14","4","Otro","1010","3","Masculino","Técnico de laboratorio","2","Divorciado","24","4","80","5","4","2","2","0","2"
"31","No","Viaja Frecuentemente","Investigación y Desarrollo","1","1","Ciencias de la Vida","1011","3","Femenino"," Director de Manufactura","1","Casado","12","3","80","4","4","1","3","0","3"
"18","No","No Viaja","Investigación y Desarrollo","5","2","Ciencias de la Vida","1012","2","Masculino"," Investigador Científico","4","Soltero","15","4","80","0","0","2","0","0","0"
"54","No","Rara Vez Viaja","Investigación y Desarrollo","17","3","Técnico","1013","3","Femenino"," Director de Manufactura","3","Casado","11","3","80","22","10","2","7","0","8"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","25","4","Medicina","1014","3","Femenino","Representante de Salud","3","Divorciado","11","3","80","16","16","3","10","10","1"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","8","2","Ciencias de la Vida","1015","2","Femenino","Director de Investigación","1","Casado","12","3","80","9","8","4","7","1","7"
"20","Sí","Rara Vez Viaja","Investigación y Desarrollo","11","3","Medicina","1016","4","Femenino"," Investigador Científico","1","Soltero","15","1","80","1","1","2","0","0","0"
"30","Sí","Viaja Frecuentemente","Investigación y Desarrollo","5","3","Medicina","1017","2","Femenino","Técnico de laboratorio","2","Soltero","17","1","80","4","3","3","2","1","2"
"26","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Medicina","1018","4","Masculino"," Director de Manufactura","4","Casado","12","2","80","8","8","2","7","1","3"
"22","No","Rara Vez Viaja","Investigación y Desarrollo","8","1","Ciencias de la Vida","1019","2","Masculino","Técnico de laboratorio","1","Casado","15","1","80","4","4","3","3","1","1"
"48","No","Rara Vez Viaja","Investigación y Desarrollo","6","3","Ciencias de la Vida","1022","1","Masculino","Representante de Salud","3","Soltero","13","4","80","19","2","0","2","2","2"
"48","No","Rara Vez Viaja","Investigación y Desarrollo","4","4","Ciencias de la Vida","1024","3","Masculino","Representante de Salud","3","Soltero","14","2","80","27","15","3","11","4","8"
"41","No","Rara Vez Viaja","Investigación y Desarrollo","7","2","Medicina","1025","4","Femenino"," Director de Manufactura","3","Soltero","14","2","80","8","2","6","2","2","1"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","1","1","Ciencias de la Vida","1026","4","Femenino"," Director de Manufactura","4","Casado","16","3","80","21","21","3","6","11","8"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Ciencias de la Vida","1027","1","Femenino"," Director de Manufactura","4","Casado","18","2","80","4","3","2","2","2","2"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Otro","1028","2","Masculino","Técnico de laboratorio","4","Divorciado","20","1","80","3","3","4","2","1","2"
"42","No","Rara Vez Viaja","Ventas","5","2","Marketing","1029","4","Masculino","Gerente","3","Casado","13","2","80","21","1","3","0","0","0"
"50","No","Rara Vez Viaja","Investigación y Desarrollo","9","3","Ciencias de la Vida","1030","1","Masculino","Técnico de laboratorio","4","Casado","18","2","80","8","1","5","0","0","0"
"59","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","1032","3","Femenino"," Director de Manufactura","4","Soltero","13","1","80","30","5","4","3","4","3"
"37","Sí","Rara Vez Viaja","Investigación y Desarrollo","11","2","Medicina","1033","1","Femenino","Representante de Salud","2","Casado","15","1","80","15","1","2","0","0","0"
"55","No","Viaja Frecuentemente","Investigación y Desarrollo","18","4","Medicina","1034","3","Masculino","Representante de Salud","2","Casado","14","4","80","17","8","3","7","6","7"
"41","No","No Viaja","Investigación y Desarrollo","7","1","Ciencias de la Vida","1035","2","Femenino","Director de Investigación","3","Divorciado","22","2","80","21","21","3","16","5","10"
"38","No","Rara Vez Viaja","Ventas","3","4","Ciencias de la Vida","1036","2","Masculino"," Ejecutivo de Ventas","4","Soltero","12","3","80","19","1","1","0","0","0"
"26","Sí","No Viaja","Ventas","29","2","Medicina","1037","2","Masculino"," Ejecutivo de Ventas","1","Soltero","18","4","80","7","2","6","2","2","2"
"52","Sí","Rara Vez Viaja","Ventas","2","1","Marketing","1038","1","Femenino","Gerente","4","Casado","15","4","80","33","32","3","14","6","9"
"44","No","Rara Vez Viaja","Ventas","28","3","Medicina","1039","4","Femenino"," Ejecutivo de Ventas","4","Casado","18","3","80","23","12","2","11","11","11"
"50","No","No Viaja","Ventas","1","3","Ciencias de la Vida","1040","4","Femenino"," Ejecutivo de Ventas","3","Casado","12","1","80","19","18","3","7","0","13"
"36","Sí","Rara Vez Viaja","Investigación y Desarrollo","16","4","Ciencias de la Vida","1042","3","Femenino","Técnico de laboratorio","1","Soltero","16","3","80","18","17","1","13","15","14"
"39","No","Viaja Frecuentemente","Investigación y Desarrollo","22","3","Medicina","1043","4","Femenino"," Director de Manufactura","1","Soltero","13","3","80","21","21","2","6","2","8"
"33","No","No Viaja","Ventas","8","1","Ciencias de la Vida","1044","2","Femenino","Ventas Representative","4","Soltero","19","4","80","3","2","2","2","2","2"
"45","No","Rara Vez Viaja","Ventas","11","2","Ciencias de la Vida","1045","4","Femenino","Gerente","4","Casado","13","2","80","26","9","4","3","1","1"
"32","No","No Viaja","Investigación y Desarrollo","29","4","Medicina","1046","4","Femenino","Técnico de laboratorio","3","Soltero","12","2","80","10","8","2","7","7","7"
"34","No","Rara Vez Viaja","Ventas","1","4","Marketing","1047","2","Masculino"," Ejecutivo de Ventas","4","Divorciado","11","4","80","16","15","2","1","0","9"
"59","No","Rara Vez Viaja","Ventas","1","2","Técnico","1048","2","Masculino","Gerente","4","Casado","14","3","80","14","6","1","4","0","4"
"45","No","Rara Vez Viaja","Recursos Humanos","24","4","Medicina","1049","2","Masculino","Recursos Humanos","2","Soltero","16","1","80","6","6","3","3","0","4"
"53","No","Viaja Frecuentemente","Ventas","2","3","Marketing","1050","3","Femenino"," Ejecutivo de Ventas","2","Casado","12","1","80","30","15","2","7","6","12"
"36","Sí","Rara Vez Viaja","Investigación y Desarrollo","15","3","Otro","1052","1","Masculino","Técnico de laboratorio","3","Divorciado","14","2","80","9","1","3","0","0","0"
"26","Sí","Viaja Frecuentemente","Investigación y Desarrollo","2","3","Ciencias de la Vida","1053","1","Masculino"," Investigador Científico","1","Casado","14","2","80","6","3","2","2","1","2"
"34","No","Rara Vez Viaja","Ventas","10","4","Ciencias de la Vida","1055","3","Femenino","Ventas Representative","3","Casado","19","4","80","1","1","2","1","0","0"
"28","No","Rara Vez Viaja","Ventas","10","1","Medicina","1056","4","Masculino","Ventas Representative","2","Casado","22","2","80","1","1","5","0","0","0"
"38","No","Viaja Frecuentemente","Investigación y Desarrollo","3","4","Otro","1060","3","Masculino"," Investigador Científico","3","Casado","16","1","80","8","2","2","2","2","2"
"50","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Medicina","1061","2","Masculino","Director de Investigación","3","Casado","11","4","80","29","8","2","1","7","7"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Otro","1062","4","Femenino","Representante de Salud","2","Soltero","15","1","80","8","4","3","3","0","1"
"40","No","Rara Vez Viaja","Ventas","26","3","Marketing","1066","3","Masculino"," Ejecutivo de Ventas","1","Casado","14","2","80","8","7","3","7","7","5"
"26","No","Viaja Frecuentemente","Investigación y Desarrollo","1","1","Medicina","1068","1","Femenino"," Investigador Científico","3","Divorciado","13","3","80","5","5","5","3","1","3"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Medicina","1069","4","Masculino","Director de Investigación","4","Divorciado","17","4","80","23","2","0","2","2","2"
"54","No","Rara Vez Viaja","Ventas","2","4","Ciencias de la Vida","1070","3","Femenino"," Ejecutivo de Ventas","3","Casado","11","2","80","13","9","4","4","7","0"
"56","No","Viaja Frecuentemente","Investigación y Desarrollo","9","3","Medicina","1071","1","Femenino"," Investigador Científico","3","Casado","19","2","80","18","5","4","4","0","3"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","12","5","Medicina","1073","4","Femenino"," Director de Manufactura","4","Soltero","11","2","80","15","14","2","8","7","8"
"55","No","No Viaja","Investigación y Desarrollo","2","1","Medicina","1074","3","Masculino","Gerente","1","Soltero","15","2","80","31","9","3","7","6","2"
"43","No","Rara Vez Viaja","Ventas","25","3","Medicina","1076","3","Masculino"," Ejecutivo de Ventas","4","Divorciado","13","3","80","18","1","5","0","0","0"
"20","Sí","Viaja Frecuentemente","Ventas","9","3","Marketing","1077","4","Femenino","Ventas Representative","4","Soltero","14","2","80","2","2","3","2","0","2"
"21","Sí","Rara Vez Viaja","Investigación y Desarrollo","10","3","Ciencias de la Vida","1079","3","Femenino","Técnico de laboratorio","1","Soltero","13","1","80","1","1","6","0","1","0"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","8","4","Ciencias de la Vida","1080","4","Femenino"," Investigador Científico","1","Divorciado","23","1","80","19","16","2","13","1","7"
"51","Sí","Rara Vez Viaja","Investigación y Desarrollo","4","4","Ciencias de la Vida","1081","1","Masculino"," Investigador Científico","3","Casado","12","3","80","18","10","2","0","2","7"
"28","Sí","No Viaja","Investigación y Desarrollo","24","2","Técnico","1082","2","Masculino","Representante de Salud","1","Soltero","12","1","80","10","10","2","7","1","9"
"26","No","Rara Vez Viaja","Investigación y Desarrollo","1","2","Medicina","1083","1","Masculino","Técnico de laboratorio","1","Casado","16","1","80","6","5","2","3","1","3"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","20","3","Otro","1084","3","Masculino"," Director de Manufactura","1","Casado","15","3","80","7","6","1","2","0","2"
"41","No","Rara Vez Viaja","Investigación y Desarrollo","7","2","Técnico","1085","2","Femenino"," Investigador Científico","3","Casado","13","3","80","10","10","3","6","0","8"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","17","1","Ciencias de la Vida","1088","3","Femenino","Representante de Salud","3","Casado","18","1","80","20","19","4","9","1","9"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","20","4","Técnico","1092","1","Masculino","Representante de Salud","4","Casado","20","4","80","14","11","6","10","11","1"
"27","No","No Viaja","Investigación y Desarrollo","8","5","Ciencias de la Vida","1094","1","Masculino","Técnico de laboratorio","3","Casado","19","4","80","3","3","4","2","1","2"
"55","No","Viaja Frecuentemente","Investigación y Desarrollo","2","1","Ciencias de la Vida","1096","4","Masculino"," Director de Manufactura","2","Casado","18","2","80","23","3","4","2","1","2"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Otro","1097","3","Femenino"," Investigador Científico","3","Soltero","13","4","80","10","8","4","7","1","7"
"44","Sí","Rara Vez Viaja","Recursos Humanos","1","2","Medicina","1098","2","Masculino","Recursos Humanos","1","Casado","14","4","80","24","20","1","6","3","6"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","5","3","Ciencias de la Vida","1099","4","Masculino","Representante de Salud","4","Divorciado","15","3","80","9","3","2","2","1","2"
"35","Sí","Rara Vez Viaja","Ventas","4","3","Técnico","1100","4","Masculino"," Ejecutivo de Ventas","1","Soltero","22","1","80","9","8","2","7","4","7"
"33","Sí","Viaja Frecuentemente","Investigación y Desarrollo","29","4","Medicina","1101","1","Femenino"," Investigador Científico","3","Soltero","22","2","80","14","13","4","7","3","8"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","15","2","Ciencias de la Vida","1102","1","Masculino","Técnico de laboratorio","3","Divorciado","16","4","80","4","4","5","2","2","2"
"34","No","Viaja Frecuentemente","Investigación y Desarrollo","3","1","Ciencias de la Vida","1103","1","Masculino","Representante de Salud","4","Soltero","17","3","80","7","6","1","2","0","4"
"37","No","Rara Vez Viaja","Ventas","10","4","Ciencias de la Vida","1105","4","Femenino"," Ejecutivo de Ventas","4","Divorciado","14","3","80","8","1","5","0","0","0"
"25","Sí","Rara Vez Viaja","Investigación y Desarrollo","4","1","Técnico","1106","4","Masculino","Técnico de laboratorio","4","Casado","15","2","80","7","7","3","7","5","6"
"26","Sí","Rara Vez Viaja","Investigación y Desarrollo","21","3","Medicina","1107","1","Masculino","Técnico de laboratorio","3","Divorciado","20","3","80","1","1","0","1","0","0"
"33","Sí","Rara Vez Viaja","Investigación y Desarrollo","25","3","Medicina","1108","1","Masculino"," Investigador Científico","2","Soltero","20","2","80","5","2","0","2","2","2"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Medicina","1109","4","Masculino","Gerente","1","Casado","17","4","80","23","22","3","6","13","7"
"28","Sí","Viaja Frecuentemente","Investigación y Desarrollo","1","3","Medicina","1111","1","Masculino","Técnico de laboratorio","2","Divorciado","15","1","80","1","1","2","0","0","0"
"50","Sí","Viaja Frecuentemente","Ventas","1","4","Otro","1113","4","Masculino"," Ejecutivo de Ventas","3","Soltero","14","4","80","5","0","4","0","0","0"
"33","No","Viaja Frecuentemente","Ventas","7","3","Ciencias de la Vida","1114","4","Femenino"," Ejecutivo de Ventas","2","Casado","17","3","80","4","3","3","2","0","2"
"34","No","No Viaja","Investigación y Desarrollo","3","4","Ciencias de la Vida","1115","3","Masculino"," Investigador Científico","4","Casado","17","4","80","6","0","2","0","0","0"
"48","No","No Viaja","Investigación y Desarrollo","1","4","Medicina","1116","1","Masculino","Gerente","4","Soltero","22","3","80","27","5","3","4","2","1"
"45","No","No Viaja","Ventas","9","4","Ciencias de la Vida","1117","2","Femenino"," Ejecutivo de Ventas","3","Casado","13","4","80","15","15","2","10","4","12"
"52","No","Rara Vez Viaja","Investigación y Desarrollo","7","4","Ciencias de la Vida","1118","2","Masculino","Representante de Salud","2","Soltero","19","4","80","18","8","4","6","4","0"
"38","No","Rara Vez Viaja","Ventas","10","4","Marketing","1119","3","Masculino"," Ejecutivo de Ventas","3","Divorciado","14","2","80","9","8","2","7","2","7"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","28","4","Ciencias de la Vida","1120","3","Femenino"," Investigador Científico","4","Divorciado","22","1","80","11","7","1","5","1","7"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Medicina","1121","4","Femenino"," Director de Manufactura","2","Divorciado","17","2","80","10","9","3","7","1","7"
"46","No","Rara Vez Viaja","Ventas","3","1","Marketing","1124","1","Masculino","Gerente","3","Casado","12","4","80","23","12","3","9","4","9"
"38","No","Rara Vez Viaja","Ventas","2","2","Marketing","1125","4","Masculino"," Ejecutivo de Ventas","2","Soltero","16","3","80","10","1","2","0","0","0"
"43","No","Viaja Frecuentemente","Investigación y Desarrollo","27","3","Ciencias de la Vida","1126","3","Femenino"," Director de Manufactura","1","Casado","11","3","80","18","8","1","7","0","1"
"39","Sí","Viaja Frecuentemente","Investigación y Desarrollo","2","3","Ciencias de la Vida","1127","1","Masculino","Representante de Salud","4","Divorciado","11","4","80","21","18","4","7","11","5"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","14","3","Medicina","1128","3","Masculino","Director de Investigación","3","Soltero","14","1","80","21","20","2","7","4","9"
"21","No","Rara Vez Viaja","Investigación y Desarrollo","1","1","Técnico","1131","4","Femenino"," Investigador Científico","2","Soltero","11","3","80","2","2","6","2","2","2"
"39","No","No Viaja","Investigación y Desarrollo","9","3","Ciencias de la Vida","1132","3","Masculino","Técnico de laboratorio","2","Soltero","15","3","80","9","5","2","4","0","3"
"36","No","No Viaja","Investigación y Desarrollo","18","4","Ciencias de la Vida","1133","1","Masculino"," Director de Manufactura","4","Soltero","20","1","80","18","11","0","9","0","9"
"31","No","Viaja Frecuentemente","Ventas","20","3","Ciencias de la Vida","1135","3","Masculino","Ventas Representative","4","Casado","12","1","80","3","2","4","2","2","2"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","2","1","Ciencias de la Vida","1136","1","Masculino"," Investigador Científico","2","Casado","17","1","80","6","5","2","3","0","4"
"35","No","Viaja Frecuentemente","Ventas","11","2","Marketing","1137","4","Masculino"," Ejecutivo de Ventas","4","Divorciado","11","4","80","5","5","3","2","0","2"
"49","No","Rara Vez Viaja","Ventas","8","4","Técnico","1138","4","Masculino"," Ejecutivo de Ventas","2","Casado","17","2","80","22","9","3","8","2","3"
"34","No","Viaja Frecuentemente","Investigación y Desarrollo","2","2","Ciencias de la Vida","1140","4","Masculino"," Director de Manufactura","3","Soltero","11","4","80","5","3","3","2","0","2"
"29","No","Viaja Frecuentemente","Investigación y Desarrollo","10","3","Ciencias de la Vida","1143","4","Femenino"," Investigador Científico","2","Divorciado","14","4","80","8","7","2","5","1","1"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","29","3","Medicina","1148","2","Masculino","Técnico de laboratorio","4","Soltero","19","1","80","16","1","3","0","0","0"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","8","1","Medicina","1150","2","Masculino"," Director de Manufactura","4","Casado","15","3","80","10","10","2","7","1","2"
"38","No","Rara Vez Viaja","Recursos Humanos","1","3","Recursos Humanos","1152","3","Masculino","Recursos Humanos","3","Casado","13","4","80","7","7","2","6","5","0"
"28","No","Viaja Frecuentemente","Investigación y Desarrollo","6","3","Ciencias de la Vida","1154","3","Masculino"," Investigador Científico","3","Divorciado","14","4","80","3","3","2","1","0","2"
"18","Sí","No Viaja","Investigación y Desarrollo","8","1","Medicina","1156","3","Masculino","Técnico de laboratorio","3","Soltero","12","4","80","0","0","0","0","0","0"
"33","Sí","Rara Vez Viaja","Ventas","9","4","Marketing","1157","1","Femenino"," Ejecutivo de Ventas","1","Soltero","17","1","80","6","5","3","2","0","3"
"41","No","Rara Vez Viaja","Investigación y Desarrollo","12","4","Ciencias de la Vida","1158","2","Masculino","Técnico de laboratorio","4","Casado","11","1","80","6","1","4","0","0","0"
"31","Sí","Viaja Frecuentemente","Investigación y Desarrollo","15","3","Medicina","1160","3","Masculino","Técnico de laboratorio","3","Casado","12","3","80","2","2","5","2","2","2"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","25","2","Medicina","1161","3","Femenino","Representante de Salud","4","Divorciado","13","3","80","9","6","2","2","1","3"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","6","3","Ciencias de la Vida","1162","4","Masculino"," Investigador Científico","3","Casado","13","3","80","4","4","0","2","2","2"
"34","No","Rara Vez Viaja","Ventas","9","1","Ciencias de la Vida","1163","2","Femenino"," Ejecutivo de Ventas","3","Casado","20","1","80","6","6","3","5","1","3"
"35","No","Rara Vez Viaja","Recursos Humanos","8","4","Técnico","1164","3","Masculino","Recursos Humanos","3","Soltero","17","2","80","6","5","2","4","1","4"
"29","Sí","Rara Vez Viaja","Ventas","23","1","Ciencias de la Vida","1165","4","Femenino"," Ejecutivo de Ventas","1","Casado","13","1","80","11","11","3","8","3","10"
"40","No","Viaja Frecuentemente","Investigación y Desarrollo","9","4","Medicina","1166","2","Femenino","Director de Investigación","3","Soltero","17","3","80","20","18","3","7","2","13"
"42","Sí","Viaja Frecuentemente","Ventas","12","3","Ciencias de la Vida","1167","3","Masculino"," Ejecutivo de Ventas","1","Soltero","12","2","80","22","21","2","9","13","14"
"42","No","Rara Vez Viaja","Ventas","4","4","Marketing","1171","2","Masculino"," Ejecutivo de Ventas","1","Soltero","13","4","80","9","6","3","4","1","5"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Medicina","1172","4","Masculino","Técnico de laboratorio","3","Casado","12","2","80","10","8","2","0","1","7"
"24","No","Rara Vez Viaja","Investigación y Desarrollo","24","3","Medicina","1173","4","Masculino","Técnico de laboratorio","2","Soltero","22","4","80","6","4","2","3","1","2"
"28","Sí","Rara Vez Viaja","Investigación y Desarrollo","12","1","Ciencias de la Vida","1175","3","Femenino","Técnico de laboratorio","4","Casado","11","4","80","1","1","4","1","0","0"
"26","No","Rara Vez Viaja","Investigación y Desarrollo","3","4","Medicina","1177","1","Masculino","Técnico de laboratorio","4","Casado","22","2","80","8","8","2","7","0","7"
"30","No","Rara Vez Viaja","Ventas","10","3","Marketing","1179","3","Masculino"," Ejecutivo de Ventas","3","Casado","18","1","80","10","10","3","3","1","4"
"40","No","Viaja Frecuentemente","Investigación y Desarrollo","26","2","Medicina","1180","3","Femenino"," Investigador Científico","4","Casado","13","4","80","16","1","3","1","0","0"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","1182","3","Masculino"," Director de Manufactura","2","Divorciado","18","2","80","15","7","2","7","6","4"
"34","No","Viaja Frecuentemente","Investigación y Desarrollo","1","3","Medicina","1184","4","Masculino","Representante de Salud","1","Soltero","20","3","80","14","13","3","9","4","9"
"35","No","Viaja Frecuentemente","Investigación y Desarrollo","4","4","Otro","1185","4","Masculino","Técnico de laboratorio","4","Casado","13","2","80","2","2","2","2","2","2"
"43","Sí","Rara Vez Viaja","Ventas","9","3","Marketing","1188","1","Femenino"," Ejecutivo de Ventas","3","Soltero","13","2","80","7","4","2","3","1","3"
"32","No","No Viaja","Ventas","2","1","Ciencias de la Vida","1190","3","Femenino","Ventas Representative","1","Divorciado","12","3","80","1","1","3","0","0","0"
"56","No","Rara Vez Viaja","Investigación y Desarrollo","4","4","Técnico","1191","4","Femenino","Gerente","1","Divorciado","13","4","80","28","5","2","2","4","2"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","6","1","Medicina","1192","2","Femenino","Técnico de laboratorio","4","Casado","13","1","80","10","10","5","8","0","8"
"19","No","Rara Vez Viaja","Investigación y Desarrollo","9","2","Ciencias de la Vida","1193","3","Masculino"," Investigador Científico","1","Soltero","25","3","80","1","1","4","1","0","0"
"45","No","Rara Vez Viaja","Investigación y Desarrollo","7","3","Medicina","1195","1","Femenino"," Investigador Científico","3","Casado","19","3","80","7","3","2","2","0","2"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1196","4","Femenino"," Director de Manufactura","4","Casado","13","2","80","14","14","2","8","3","11"
"20","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Ciencias de la Vida","1198","1","Masculino","Técnico de laboratorio","3","Soltero","12","1","80","2","2","2","2","1","2"
"44","Sí","Rara Vez Viaja","Investigación y Desarrollo","10","4","Ciencias de la Vida","1200","3","Masculino"," Investigador Científico","3","Soltero","11","3","80","6","6","4","4","0","2"
"53","No","Rara Vez Viaja","Investigación y Desarrollo","7","2","Medicina","1201","4","Femenino","Gerente","3","Divorciado","18","2","80","26","7","6","7","4","7"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","15","1","Ciencias de la Vida","1202","2","Femenino"," Investigador Científico","4","Casado","18","1","80","6","5","2","4","1","3"
"22","Sí","Viaja Frecuentemente","Investigación y Desarrollo","3","4","Ciencias de la Vida","1203","3","Masculino"," Investigador Científico","4","Casado","11","2","80","1","0","5","0","0","0"
"46","No","Rara Vez Viaja","Ventas","2","3","Marketing","1204","3","Femenino","Gerente","1","Casado","23","1","80","28","26","2","15","15","9"
"44","No","No Viaja","Investigación y Desarrollo","17","3","Ciencias de la Vida","1206","4","Masculino"," Investigador Científico","3","Soltero","13","4","80","6","0","3","0","0","0"
"33","No","Rara Vez Viaja","Recursos Humanos","2","3","Recursos Humanos","1207","2","Masculino","Recursos Humanos","3","Casado","13","4","80","5","5","2","4","1","4"
"41","Sí","No Viaja","Investigación y Desarrollo","5","2","Ciencias de la Vida","1210","1","Masculino"," Investigador Científico","1","Divorciado","17","1","80","5","1","2","0","0","0"
"30","No","Rara Vez Viaja","Ventas","29","4","Ciencias de la Vida","1211","3","Masculino"," Ejecutivo de Ventas","1","Divorciado","19","3","80","8","4","3","3","0","3"
"40","No","Viaja Frecuentemente","Ventas","2","4","Medicina","1212","2","Masculino"," Ejecutivo de Ventas","2","Casado","12","4","80","5","0","2","0","0","0"
"50","No","Viaja Frecuentemente","Investigación y Desarrollo","2","3","Medicina","1215","4","Femenino","Gerente","1","Casado","22","3","80","32","2","3","2","2","2"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","19","4","Medicina","1216","4","Masculino","Técnico de laboratorio","1","Casado","12","3","80","6","6","2","5","3","3"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","15","2","Ciencias de la Vida","1217","4","Masculino","Director de Investigación","2","Casado","11","1","80","25","4","2","2","0","3"
"35","No","Rara Vez Viaja","Ventas","17","4","Ciencias de la Vida","1218","3","Masculino"," Ejecutivo de Ventas","1","Casado","15","4","80","15","7","2","7","1","7"
"24","Sí","Rara Vez Viaja","Investigación y Desarrollo","17","2","Ciencias de la Vida","1219","4","Femenino","Técnico de laboratorio","2","Casado","13","1","80","1","1","3","0","0","0"
"33","No","Viaja Frecuentemente","Ventas","25","3","Medicina","1220","2","Femenino"," Ejecutivo de Ventas","3","Casado","12","1","80","10","10","3","7","0","1"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","6","4","Ciencias de la Vida","1221","3","Masculino","Técnico de laboratorio","3","Divorciado","14","3","80","7","7","4","7","1","7"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","7","4","Ciencias de la Vida","1224","3","Masculino","Técnico de laboratorio","3","Divorciado","13","1","80","10","10","4","7","8","9"
"44","No","Rara Vez Viaja","Investigación y Desarrollo","29","4","Otro","1225","4","Masculino"," Investigador Científico","4","Soltero","25","2","80","20","20","3","11","13","17"
"20","No","Rara Vez Viaja","Ventas","21","3","Marketing","1226","3","Masculino","Ventas Representative","4","Soltero","17","4","80","2","2","2","1","2","2"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Técnico","1228","4","Masculino"," Director de Manufactura","4","Divorciado","11","3","80","12","6","3","3","1","4"
"42","No","No Viaja","Recursos Humanos","2","5","Medicina","1231","4","Masculino","Recursos Humanos","1","Casado","16","1","80","10","4","3","3","0","3"
"60","No","Rara Vez Viaja","Ventas","7","4","Marketing","1233","2","Masculino"," Ejecutivo de Ventas","4","Divorciado","18","2","80","12","11","3","7","1","9"
"32","No","Viaja Frecuentemente","Investigación y Desarrollo","13","3","Otro","1234","3","Femenino","Técnico de laboratorio","2","Casado","20","3","80","2","2","2","2","2","2"
"32","No","Viaja Frecuentemente","Investigación y Desarrollo","2","2","Ciencias de la Vida","1235","4","Femenino"," Investigador Científico","3","Soltero","14","4","80","10","8","2","7","0","7"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Técnico","1237","3","Femenino"," Director de Manufactura","1","Divorciado","21","3","80","17","7","2","7","7","7"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","9","3","Medicina","1238","1","Masculino"," Investigador Científico","4","Casado","13","2","80","15","14","5","10","4","10"
